question_id,split_name,image_count,answer_source
4078,multi_train,2,Multi-Image Spans
3729,multi_train,2,Non-Span
3730,multi_train,2,Multi-Image Spans
7842,multi_train,4,Multi-Image Spans
6630,multi_train,4,Multi-Image Spans
1304,multi_train,2,Multi-Image Spans
1305,multi_train,2,Multi-Image Spans
1308,multi_train,2,Multi-Image Spans
5732,multi_train,3,Multi-Image Spans
5733,multi_train,3,Multi-Image Spans
5734,multi_train,3,Non-Span
5735,multi_train,3,Multi-Image Spans
5736,multi_train,3,Multi-Image Spans
2931,multi_train,3,Non-Span
2932,multi_train,3,Non-Span
2934,multi_train,3,Multi-Image Spans
7721,multi_train,2,Multi-Image Spans
7722,multi_train,2,Non-Span
7005,multi_train,3,Multi-Image Spans
7006,multi_train,3,Non-Span
7007,multi_train,3,Multi-Image Spans
7008,multi_train,3,Multi-Image Spans
4126,multi_train,2,Non-Span
4127,multi_train,2,Multi-Image Spans
4128,multi_train,2,Multi-Image Spans
5580,multi_train,2,Multi-Image Spans
320,multi_train,4,Cross-Image Synthesis
321,multi_train,4,Non-Span
322,multi_train,4,Multi-Image Spans
323,multi_train,4,Multi-Image Spans
1060,multi_train,2,Multi-Image Spans
1062,multi_train,2,Multi-Image Spans
2620,multi_train,3,Non-Span
2621,multi_train,3,Non-Span
2622,multi_train,3,Non-Span
2623,multi_train,3,Multi-Image Spans
2612,multi_train,3,Multi-Image Spans
2613,multi_train,3,Multi-Image Spans
2614,multi_train,3,Non-Span
2615,multi_train,3,Multi-Image Spans
2617,multi_train,3,Non-Span
2618,multi_train,3,Non-Span
2619,multi_train,3,Multi-Image Spans
368,multi_train,2,Non-Span
367,multi_train,2,Non-Span
5727,multi_train,3,Multi-Image Spans
5728,multi_train,3,Multi-Image Spans
5729,multi_train,3,Multi-Image Spans
5730,multi_train,3,Multi-Image Spans
5731,multi_train,3,Non-Span
5737,multi_train,3,Non-Span
5738,multi_train,3,Multi-Image Spans
5739,multi_train,3,Multi-Image Spans
5740,multi_train,3,Multi-Image Spans
5741,multi_train,3,Multi-Image Spans
1465,multi_train,2,Multi-Image Spans
5247,multi_train,2,Non-Span
5248,multi_train,2,Multi-Image Spans
5249,multi_train,2,Multi-Image Spans
4042,multi_train,2,Multi-Image Spans
4043,multi_train,2,Non-Span
3321,multi_train,3,Multi-Image Spans
3322,multi_train,3,Non-Span
3323,multi_train,3,Cross-Image Synthesis
3324,multi_train,3,Multi-Image Spans
3326,multi_train,3,Cross-Image Synthesis
3327,multi_train,3,Non-Span
4867,multi_train,3,Non-Span
4868,multi_train,3,Cross-Image Synthesis
4869,multi_train,3,Multi-Image Spans
1482,multi_train,2,Multi-Image Spans
1483,multi_train,2,Multi-Image Spans
1484,multi_train,2,Multi-Image Spans
1485,multi_train,2,Multi-Image Spans
1486,multi_train,2,Multi-Image Spans
1749,multi_train,2,Cross-Image Synthesis
1390,multi_train,3,Multi-Image Spans
1392,multi_train,3,Multi-Image Spans
1393,multi_train,3,Multi-Image Spans
6721,multi_train,3,Multi-Image Spans
6723,multi_train,3,Multi-Image Spans
6724,multi_train,3,Non-Span
1811,multi_train,2,Multi-Image Spans
1812,multi_train,2,Cross-Image Synthesis
1813,multi_train,2,Multi-Image Spans
1814,multi_train,2,Multi-Image Spans
1815,multi_train,2,Cross-Image Synthesis
1816,multi_train,2,Non-Span
8163,multi_train,3,Multi-Image Spans
8164,multi_train,3,Non-Span
6314,multi_train,2,Multi-Image Spans
6315,multi_train,2,Multi-Image Spans
8346,multi_train,3,Non-Span
8347,multi_train,3,Non-Span
8348,multi_train,3,Multi-Image Spans
6819,multi_train,2,Multi-Image Spans
6820,multi_train,2,Multi-Image Spans
4729,multi_train,2,Cross-Image Synthesis
4730,multi_train,2,Multi-Image Spans
4731,multi_train,2,Cross-Image Synthesis
4732,multi_train,2,Multi-Image Spans
4733,multi_train,2,Non-Span
5673,multi_train,2,Multi-Image Spans
5674,multi_train,2,Multi-Image Spans
5675,multi_train,2,Non-Span
1217,multi_train,2,Multi-Image Spans
1215,multi_train,2,Non-Span
1216,multi_train,2,Non-Span
1218,multi_train,2,Multi-Image Spans
1728,multi_train,4,Multi-Image Spans
1729,multi_train,4,Multi-Image Spans
1730,multi_train,4,Multi-Image Spans
7484,multi_train,2,Non-Span
7485,multi_train,2,Multi-Image Spans
7486,multi_train,2,Non-Span
3869,multi_train,3,Multi-Image Spans
3870,multi_train,3,Multi-Image Spans
3871,multi_train,3,Non-Span
3873,multi_train,3,Cross-Image Synthesis
3874,multi_train,3,Multi-Image Spans
3875,multi_train,3,Non-Span
3876,multi_train,3,Cross-Image Synthesis
3866,multi_train,2,Multi-Image Spans
3867,multi_train,2,Multi-Image Spans
3868,multi_train,2,Non-Span
3435,multi_train,3,Cross-Image Synthesis
3436,multi_train,3,Cross-Image Synthesis
3437,multi_train,3,Non-Span
3438,multi_train,3,Multi-Image Spans
3439,multi_train,3,Multi-Image Spans
3440,multi_train,3,Multi-Image Spans
3441,multi_train,3,Non-Span
3442,multi_train,3,Multi-Image Spans
3443,multi_train,3,Non-Span
3444,multi_train,3,Cross-Image Synthesis
3445,multi_train,3,Multi-Image Spans
3446,multi_train,3,Cross-Image Synthesis
7710,multi_train,2,Cross-Image Synthesis
7711,multi_train,2,Multi-Image Spans
7714,multi_train,2,Multi-Image Spans
2280,multi_train,2,Multi-Image Spans
2281,multi_train,2,Multi-Image Spans
2283,multi_train,2,Non-Span
5602,multi_train,4,Multi-Image Spans
5603,multi_train,4,Cross-Image Synthesis
1324,multi_train,3,Multi-Image Spans
1325,multi_train,3,Multi-Image Spans
2209,multi_train,2,Multi-Image Spans
2211,multi_train,2,Multi-Image Spans
2212,multi_train,2,Multi-Image Spans
2213,multi_train,2,Multi-Image Spans
4875,multi_train,3,Multi-Image Spans
4876,multi_train,3,Cross-Image Synthesis
4877,multi_train,3,Non-Span
4871,multi_train,3,Multi-Image Spans
4872,multi_train,3,Non-Span
4873,multi_train,3,Cross-Image Synthesis
4874,multi_train,3,Multi-Image Spans
8477,multi_train,3,Multi-Image Spans
8478,multi_train,3,Multi-Image Spans
8479,multi_train,3,Non-Span
8484,multi_train,3,Cross-Image Synthesis
8485,multi_train,3,Multi-Image Spans
8486,multi_train,3,Non-Span
8487,multi_train,3,Cross-Image Synthesis
8488,multi_train,3,Non-Span
8489,multi_train,3,Non-Span
8480,multi_train,3,Multi-Image Spans
8481,multi_train,3,Multi-Image Spans
8482,multi_train,3,Non-Span
8483,multi_train,3,Non-Span
9170,multi_train,3,Multi-Image Spans
9167,multi_train,3,Multi-Image Spans
9168,multi_train,3,Cross-Image Synthesis
9169,multi_train,3,Cross-Image Synthesis
9163,multi_train,3,Multi-Image Spans
5896,multi_train,3,Non-Span
5897,multi_train,3,Cross-Image Synthesis
5898,multi_train,3,Cross-Image Synthesis
5899,multi_train,3,Non-Span
5900,multi_train,3,Multi-Image Spans
5893,multi_train,3,Multi-Image Spans
5894,multi_train,3,Cross-Image Synthesis
5895,multi_train,3,Non-Span
4629,multi_train,2,Cross-Image Synthesis
4631,multi_train,2,Multi-Image Spans
4632,multi_train,2,Multi-Image Spans
1338,multi_train,2,Non-Span
1339,multi_train,2,Multi-Image Spans
1341,multi_train,2,Multi-Image Spans
1342,multi_train,2,Cross-Image Synthesis
1340,multi_train,2,Cross-Image Synthesis
4734,multi_train,2,Non-Span
6937,multi_train,2,Multi-Image Spans
6938,multi_train,2,Multi-Image Spans
6940,multi_train,2,Multi-Image Spans
1439,multi_train,2,Multi-Image Spans
1440,multi_train,2,Multi-Image Spans
3291,multi_train,3,Multi-Image Spans
3292,multi_train,3,Multi-Image Spans
3293,multi_train,3,Multi-Image Spans
3294,multi_train,3,Multi-Image Spans
3281,multi_train,3,Non-Span
3282,multi_train,3,Multi-Image Spans
3284,multi_train,3,Multi-Image Spans
4184,multi_train,2,Cross-Image Synthesis
4186,multi_train,2,Non-Span
4614,multi_train,3,Cross-Image Synthesis
4615,multi_train,3,Non-Span
5640,multi_train,2,Cross-Image Synthesis
5641,multi_train,2,Non-Span
5642,multi_train,2,Multi-Image Spans
8944,multi_train,3,Cross-Image Synthesis
8945,multi_train,3,Multi-Image Spans
8946,multi_train,3,Multi-Image Spans
8939,multi_train,3,Multi-Image Spans
8941,multi_train,3,Multi-Image Spans
2366,multi_train,2,Cross-Image Synthesis
2367,multi_train,2,Multi-Image Spans
4423,multi_train,2,Cross-Image Synthesis
4424,multi_train,2,Multi-Image Spans
4425,multi_train,2,Non-Span
2797,multi_train,3,Multi-Image Spans
2798,multi_train,3,Multi-Image Spans
2800,multi_train,3,Cross-Image Synthesis
5214,multi_train,4,Multi-Image Spans
5215,multi_train,4,Multi-Image Spans
5216,multi_train,4,Non-Span
4542,multi_train,3,Cross-Image Synthesis
4543,multi_train,3,Non-Span
3502,multi_train,3,Multi-Image Spans
3506,multi_train,3,Cross-Image Synthesis
3493,multi_train,3,Cross-Image Synthesis
3495,multi_train,3,Non-Span
3496,multi_train,3,Cross-Image Synthesis
3498,multi_train,3,Multi-Image Spans
3499,multi_train,3,Non-Span
3500,multi_train,3,Non-Span
3501,multi_train,3,Cross-Image Synthesis
5,multi_train,3,Cross-Image Synthesis
6,multi_train,3,Non-Span
7,multi_train,3,Multi-Image Spans
3748,multi_train,2,Non-Span
3749,multi_train,2,Non-Span
5422,multi_train,3,Non-Span
5423,multi_train,3,Multi-Image Spans
5425,multi_train,3,Non-Span
6669,multi_train,2,Multi-Image Spans
6671,multi_train,2,Multi-Image Spans
6673,multi_train,2,Multi-Image Spans
6672,multi_train,2,Non-Span
4197,multi_train,3,Multi-Image Spans
4198,multi_train,3,Non-Span
4200,multi_train,3,Multi-Image Spans
4203,multi_train,3,Cross-Image Synthesis
968,multi_train,2,Multi-Image Spans
969,multi_train,2,Multi-Image Spans
8725,multi_train,3,Non-Span
8726,multi_train,3,Multi-Image Spans
8727,multi_train,3,Non-Span
8728,multi_train,3,Multi-Image Spans
8729,multi_train,3,Cross-Image Synthesis
862,multi_train,2,Multi-Image Spans
864,multi_train,2,Multi-Image Spans
8160,multi_train,2,Multi-Image Spans
8161,multi_train,2,Non-Span
8162,multi_train,2,Cross-Image Synthesis
2259,multi_train,2,Multi-Image Spans
6334,multi_train,3,Cross-Image Synthesis
4978,multi_train,3,Multi-Image Spans
4980,multi_train,3,Multi-Image Spans
4972,multi_train,3,Multi-Image Spans
4974,multi_train,3,Multi-Image Spans
4975,multi_train,3,Multi-Image Spans
4976,multi_train,3,Non-Span
3675,multi_train,2,Multi-Image Spans
3677,multi_train,2,Cross-Image Synthesis
1847,multi_train,2,Multi-Image Spans
5404,multi_train,2,Cross-Image Synthesis
5405,multi_train,2,Multi-Image Spans
5406,multi_train,2,Multi-Image Spans
5407,multi_train,2,Multi-Image Spans
2146,multi_train,2,Multi-Image Spans
2147,multi_train,2,Non-Span
429,multi_train,2,Cross-Image Synthesis
430,multi_train,2,Non-Span
431,multi_train,2,Multi-Image Spans
432,multi_train,2,Cross-Image Synthesis
6348,multi_train,2,Non-Span
6349,multi_train,2,Multi-Image Spans
6352,multi_train,2,Non-Span
4603,multi_train,2,Non-Span
4604,multi_train,2,Multi-Image Spans
4605,multi_train,2,Cross-Image Synthesis
6445,multi_train,3,Cross-Image Synthesis
6446,multi_train,3,Cross-Image Synthesis
6447,multi_train,3,Multi-Image Spans
6448,multi_train,3,Non-Span
6449,multi_train,3,Multi-Image Spans
4720,multi_train,3,Non-Span
4721,multi_train,3,Multi-Image Spans
4722,multi_train,3,Multi-Image Spans
4723,multi_train,3,Multi-Image Spans
6018,multi_train,3,Non-Span
6019,multi_train,3,Multi-Image Spans
1750,multi_train,2,Non-Span
1751,multi_train,2,Non-Span
1752,multi_train,2,Non-Span
1753,multi_train,2,Multi-Image Spans
8110,multi_train,2,Multi-Image Spans
2496,multi_train,3,Multi-Image Spans
2497,multi_train,3,Non-Span
2498,multi_train,3,Cross-Image Synthesis
2499,multi_train,3,Non-Span
2491,multi_train,3,Non-Span
2492,multi_train,3,Multi-Image Spans
2494,multi_train,3,Cross-Image Synthesis
2495,multi_train,3,Multi-Image Spans
237,multi_train,2,Cross-Image Synthesis
238,multi_train,2,Multi-Image Spans
239,multi_train,2,Non-Span
1880,multi_train,2,Multi-Image Spans
1881,multi_train,2,Non-Span
1882,multi_train,2,Cross-Image Synthesis
1883,multi_train,2,Multi-Image Spans
1884,multi_train,2,Multi-Image Spans
7581,multi_train,2,Cross-Image Synthesis
7582,multi_train,2,Non-Span
7583,multi_train,2,Multi-Image Spans
6100,multi_train,2,Multi-Image Spans
6102,multi_train,2,Multi-Image Spans
2750,multi_train,3,Multi-Image Spans
2751,multi_train,3,Cross-Image Synthesis
2752,multi_train,3,Non-Span
2753,multi_train,3,Multi-Image Spans
2747,multi_train,3,Cross-Image Synthesis
2748,multi_train,3,Non-Span
2749,multi_train,3,Multi-Image Spans
2741,multi_train,3,Cross-Image Synthesis
2743,multi_train,3,Multi-Image Spans
2744,multi_train,3,Cross-Image Synthesis
2745,multi_train,3,Non-Span
2746,multi_train,3,Non-Span
1774,multi_train,3,Multi-Image Spans
1776,multi_train,3,Multi-Image Spans
311,multi_train,2,Cross-Image Synthesis
312,multi_train,2,Non-Span
313,multi_train,2,Multi-Image Spans
7945,multi_train,2,Multi-Image Spans
7947,multi_train,2,Multi-Image Spans
7948,multi_train,2,Multi-Image Spans
3391,multi_train,3,Multi-Image Spans
3392,multi_train,3,Non-Span
3394,multi_train,3,Non-Span
1120,multi_train,2,Non-Span
1124,multi_train,2,Non-Span
7801,multi_train,2,Multi-Image Spans
858,multi_train,2,Multi-Image Spans
859,multi_train,2,Non-Span
860,multi_train,2,Multi-Image Spans
861,multi_train,2,Multi-Image Spans
1988,multi_train,2,Cross-Image Synthesis
1990,multi_train,2,Non-Span
1992,multi_train,2,Multi-Image Spans
1993,multi_train,2,Cross-Image Synthesis
4482,multi_train,2,Multi-Image Spans
4483,multi_train,2,Multi-Image Spans
4484,multi_train,2,Non-Span
4321,multi_train,4,Non-Span
4323,multi_train,4,Cross-Image Synthesis
4325,multi_train,4,Multi-Image Spans
4326,multi_train,4,Multi-Image Spans
7981,multi_train,2,Multi-Image Spans
7982,multi_train,2,Non-Span
7983,multi_train,2,Multi-Image Spans
145,multi_train,2,Multi-Image Spans
147,multi_train,2,Non-Span
143,multi_train,2,Cross-Image Synthesis
144,multi_train,2,Non-Span
146,multi_train,2,Non-Span
6774,multi_train,2,Multi-Image Spans
6776,multi_train,2,Multi-Image Spans
6777,multi_train,2,Cross-Image Synthesis
6778,multi_train,2,Multi-Image Spans
3584,multi_train,3,Multi-Image Spans
3585,multi_train,3,Multi-Image Spans
3577,multi_train,3,Non-Span
3580,multi_train,3,Multi-Image Spans
3581,multi_train,3,Non-Span
3573,multi_train,3,Multi-Image Spans
3574,multi_train,3,Cross-Image Synthesis
3575,multi_train,3,Non-Span
3576,multi_train,3,Multi-Image Spans
1691,multi_train,4,Multi-Image Spans
1692,multi_train,4,Multi-Image Spans
1693,multi_train,4,Non-Span
6697,multi_train,2,Multi-Image Spans
6698,multi_train,2,Multi-Image Spans
6699,multi_train,2,Multi-Image Spans
1725,multi_train,4,Cross-Image Synthesis
1726,multi_train,4,Multi-Image Spans
4240,multi_train,3,Multi-Image Spans
4235,multi_train,3,Multi-Image Spans
4243,multi_train,3,Multi-Image Spans
2558,multi_train,3,Cross-Image Synthesis
2559,multi_train,3,Cross-Image Synthesis
2560,multi_train,3,Non-Span
2561,multi_train,3,Multi-Image Spans
2563,multi_train,3,Multi-Image Spans
2564,multi_train,3,Cross-Image Synthesis
2565,multi_train,3,Non-Span
2566,multi_train,3,Multi-Image Spans
2568,multi_train,3,Multi-Image Spans
7471,multi_train,3,Cross-Image Synthesis
7472,multi_train,3,Multi-Image Spans
7473,multi_train,3,Non-Span
2154,multi_train,2,Multi-Image Spans
2155,multi_train,2,Non-Span
8247,multi_train,2,Non-Span
6410,multi_train,2,Multi-Image Spans
6411,multi_train,2,Multi-Image Spans
6412,multi_train,2,Non-Span
6413,multi_train,2,Cross-Image Synthesis
6415,multi_train,2,Non-Span
1368,multi_train,3,Multi-Image Spans
1369,multi_train,3,Multi-Image Spans
7289,multi_train,3,Cross-Image Synthesis
7283,multi_train,3,Multi-Image Spans
7285,multi_train,3,Cross-Image Synthesis
7287,multi_train,3,Multi-Image Spans
7291,multi_train,3,Multi-Image Spans
7292,multi_train,3,Non-Span
8556,multi_train,3,Cross-Image Synthesis
8557,multi_train,3,Non-Span
8558,multi_train,3,Multi-Image Spans
8559,multi_train,3,Non-Span
8560,multi_train,3,Multi-Image Spans
8561,multi_train,3,Cross-Image Synthesis
8553,multi_train,3,Non-Span
8554,multi_train,3,Multi-Image Spans
8555,multi_train,3,Cross-Image Synthesis
68,multi_train,4,Cross-Image Synthesis
69,multi_train,4,Multi-Image Spans
70,multi_train,4,Multi-Image Spans
71,multi_train,4,Non-Span
52,multi_train,4,Non-Span
53,multi_train,4,Multi-Image Spans
54,multi_train,4,Non-Span
55,multi_train,4,Multi-Image Spans
64,multi_train,4,Non-Span
66,multi_train,4,Multi-Image Spans
67,multi_train,4,Multi-Image Spans
62,multi_train,4,Multi-Image Spans
63,multi_train,4,Multi-Image Spans
61,multi_train,4,Non-Span
6752,multi_train,3,Multi-Image Spans
6753,multi_train,3,Non-Span
6754,multi_train,3,Multi-Image Spans
7870,multi_train,2,Non-Span
7871,multi_train,2,Non-Span
204,multi_train,2,Multi-Image Spans
205,multi_train,2,Non-Span
305,multi_train,2,Multi-Image Spans
307,multi_train,2,Multi-Image Spans
306,multi_train,2,Non-Span
7725,multi_train,2,Cross-Image Synthesis
7726,multi_train,2,Cross-Image Synthesis
2204,multi_train,2,Non-Span
2205,multi_train,2,Multi-Image Spans
2206,multi_train,2,Non-Span
6745,multi_train,2,Multi-Image Spans
6746,multi_train,2,Multi-Image Spans
6747,multi_train,2,Non-Span
422,multi_train,3,Multi-Image Spans
423,multi_train,3,Cross-Image Synthesis
8099,multi_train,3,Multi-Image Spans
8100,multi_train,3,Multi-Image Spans
8102,multi_train,3,Multi-Image Spans
6757,multi_train,4,Multi-Image Spans
6758,multi_train,4,Cross-Image Synthesis
6759,multi_train,4,Non-Span
6760,multi_train,4,Multi-Image Spans
6761,multi_train,4,Multi-Image Spans
6762,multi_train,4,Multi-Image Spans
7686,multi_train,4,Multi-Image Spans
2482,multi_train,3,Multi-Image Spans
2483,multi_train,3,Multi-Image Spans
2484,multi_train,3,Multi-Image Spans
2485,multi_train,3,Non-Span
2486,multi_train,3,Cross-Image Synthesis
4691,multi_train,2,Cross-Image Synthesis
4692,multi_train,2,Multi-Image Spans
8914,multi_train,3,Multi-Image Spans
8915,multi_train,3,Multi-Image Spans
8916,multi_train,3,Multi-Image Spans
8917,multi_train,3,Multi-Image Spans
8919,multi_train,3,Multi-Image Spans
8920,multi_train,3,Multi-Image Spans
8921,multi_train,3,Multi-Image Spans
8922,multi_train,3,Non-Span
5777,multi_train,3,Cross-Image Synthesis
5778,multi_train,3,Multi-Image Spans
5782,multi_train,3,Multi-Image Spans
5783,multi_train,3,Multi-Image Spans
5784,multi_train,3,Non-Span
5779,multi_train,3,Cross-Image Synthesis
5780,multi_train,3,Non-Span
5781,multi_train,3,Multi-Image Spans
3914,multi_train,2,Non-Span
3760,multi_train,4,Non-Span
7515,multi_train,2,Non-Span
7516,multi_train,2,Cross-Image Synthesis
7517,multi_train,2,Multi-Image Spans
7518,multi_train,2,Multi-Image Spans
9557,multi_train,3,Non-Span
9558,multi_train,3,Non-Span
9554,multi_train,3,Cross-Image Synthesis
9556,multi_train,3,Non-Span
9559,multi_train,3,Non-Span
3762,multi_train,2,Non-Span
3763,multi_train,2,Multi-Image Spans
3765,multi_train,2,Multi-Image Spans
6491,multi_train,2,Multi-Image Spans
6492,multi_train,2,Multi-Image Spans
6493,multi_train,2,Non-Span
2643,multi_train,3,Cross-Image Synthesis
2644,multi_train,3,Multi-Image Spans
2645,multi_train,3,Multi-Image Spans
2646,multi_train,3,Non-Span
8451,multi_train,3,Cross-Image Synthesis
8453,multi_train,3,Non-Span
8444,multi_train,3,Non-Span
8445,multi_train,3,Multi-Image Spans
8446,multi_train,3,Cross-Image Synthesis
8447,multi_train,3,Multi-Image Spans
8448,multi_train,3,Multi-Image Spans
8449,multi_train,3,Non-Span
8450,multi_train,3,Cross-Image Synthesis
1853,multi_train,2,Non-Span
1854,multi_train,2,Multi-Image Spans
1855,multi_train,2,Non-Span
1856,multi_train,2,Multi-Image Spans
1857,multi_train,2,Multi-Image Spans
5231,multi_train,3,Non-Span
25,multi_train,4,Multi-Image Spans
26,multi_train,4,Multi-Image Spans
21,multi_train,4,Multi-Image Spans
22,multi_train,4,Non-Span
23,multi_train,4,Multi-Image Spans
24,multi_train,4,Non-Span
8401,multi_train,3,Non-Span
8403,multi_train,3,Cross-Image Synthesis
8404,multi_train,3,Cross-Image Synthesis
926,multi_train,4,Multi-Image Spans
927,multi_train,4,Non-Span
5876,multi_train,3,Multi-Image Spans
5877,multi_train,3,Multi-Image Spans
5878,multi_train,3,Non-Span
5879,multi_train,3,Cross-Image Synthesis
5885,multi_train,3,Non-Span
5886,multi_train,3,Cross-Image Synthesis
5887,multi_train,3,Non-Span
5881,multi_train,3,Non-Span
5882,multi_train,3,Multi-Image Spans
5883,multi_train,3,Cross-Image Synthesis
4460,multi_train,2,Cross-Image Synthesis
4461,multi_train,2,Cross-Image Synthesis
4462,multi_train,2,Non-Span
159,multi_train,2,Multi-Image Spans
6875,multi_train,2,Multi-Image Spans
6876,multi_train,2,Multi-Image Spans
5292,multi_train,2,Multi-Image Spans
5293,multi_train,2,Multi-Image Spans
8026,multi_train,2,Non-Span
4546,multi_train,2,Cross-Image Synthesis
4547,multi_train,2,Multi-Image Spans
4548,multi_train,2,Non-Span
4549,multi_train,2,Multi-Image Spans
4550,multi_train,2,Multi-Image Spans
3905,multi_train,2,Multi-Image Spans
4430,multi_train,3,Non-Span
4431,multi_train,3,Multi-Image Spans
4433,multi_train,3,Cross-Image Synthesis
177,multi_train,2,Multi-Image Spans
178,multi_train,2,Multi-Image Spans
179,multi_train,2,Cross-Image Synthesis
180,multi_train,2,Non-Span
7554,multi_train,2,Non-Span
7555,multi_train,2,Multi-Image Spans
7556,multi_train,2,Cross-Image Synthesis
7557,multi_train,2,Multi-Image Spans
4809,multi_train,3,Multi-Image Spans
4805,multi_train,3,Non-Span
4806,multi_train,3,Multi-Image Spans
4807,multi_train,3,Multi-Image Spans
4803,multi_train,3,Multi-Image Spans
2852,multi_train,3,Cross-Image Synthesis
2855,multi_train,3,Multi-Image Spans
8370,multi_train,3,Non-Span
8371,multi_train,3,Multi-Image Spans
8372,multi_train,3,Non-Span
8373,multi_train,3,Cross-Image Synthesis
8374,multi_train,3,Multi-Image Spans
8375,multi_train,3,Cross-Image Synthesis
8376,multi_train,3,Multi-Image Spans
8377,multi_train,3,Non-Span
8378,multi_train,3,Non-Span
8379,multi_train,3,Cross-Image Synthesis
8380,multi_train,3,Non-Span
8381,multi_train,3,Multi-Image Spans
8382,multi_train,3,Cross-Image Synthesis
5465,multi_train,2,Multi-Image Spans
5467,multi_train,2,Multi-Image Spans
9520,multi_train,3,Multi-Image Spans
9521,multi_train,3,Non-Span
9522,multi_train,3,Non-Span
7344,multi_train,3,Multi-Image Spans
7346,multi_train,3,Non-Span
7347,multi_train,3,Cross-Image Synthesis
7348,multi_train,3,Multi-Image Spans
7349,multi_train,3,Cross-Image Synthesis
4438,multi_train,2,Non-Span
8156,multi_train,4,Cross-Image Synthesis
8157,multi_train,4,Multi-Image Spans
8158,multi_train,4,Multi-Image Spans
8159,multi_train,4,Non-Span
4049,multi_train,2,Non-Span
4050,multi_train,2,Multi-Image Spans
412,multi_train,2,Multi-Image Spans
414,multi_train,2,Multi-Image Spans
413,multi_train,2,Non-Span
7434,multi_train,2,Multi-Image Spans
7435,multi_train,2,Multi-Image Spans
4369,multi_train,2,Multi-Image Spans
4370,multi_train,2,Cross-Image Synthesis
4371,multi_train,2,Multi-Image Spans
4372,multi_train,2,Non-Span
50,multi_train,4,Non-Span
49,multi_train,4,Multi-Image Spans
51,multi_train,4,Cross-Image Synthesis
4436,multi_train,3,Multi-Image Spans
4677,multi_train,3,Multi-Image Spans
4678,multi_train,3,Multi-Image Spans
4679,multi_train,3,Multi-Image Spans
4681,multi_train,3,Non-Span
4682,multi_train,3,Non-Span
2044,multi_train,4,Non-Span
2045,multi_train,4,Cross-Image Synthesis
589,multi_train,3,Non-Span
590,multi_train,3,Multi-Image Spans
582,multi_train,3,Multi-Image Spans
584,multi_train,3,Multi-Image Spans
587,multi_train,3,Non-Span
4633,multi_train,2,Multi-Image Spans
4634,multi_train,2,Cross-Image Synthesis
4635,multi_train,2,Non-Span
4636,multi_train,2,Multi-Image Spans
4637,multi_train,2,Multi-Image Spans
5269,multi_train,2,Cross-Image Synthesis
3812,multi_train,3,Multi-Image Spans
3813,multi_train,3,Multi-Image Spans
3814,multi_train,3,Multi-Image Spans
3815,multi_train,3,Non-Span
3816,multi_train,3,Multi-Image Spans
3817,multi_train,3,Multi-Image Spans
3819,multi_train,3,Multi-Image Spans
3820,multi_train,3,Multi-Image Spans
3810,multi_train,3,Multi-Image Spans
3811,multi_train,3,Cross-Image Synthesis
4576,multi_train,2,Cross-Image Synthesis
4577,multi_train,2,Multi-Image Spans
4578,multi_train,2,Non-Span
4624,multi_train,2,Multi-Image Spans
4625,multi_train,2,Non-Span
4626,multi_train,2,Cross-Image Synthesis
4627,multi_train,2,Cross-Image Synthesis
4628,multi_train,2,Multi-Image Spans
7921,multi_train,3,Cross-Image Synthesis
7923,multi_train,3,Cross-Image Synthesis
8198,multi_train,2,Non-Span
1601,multi_train,2,Multi-Image Spans
1602,multi_train,2,Multi-Image Spans
1603,multi_train,2,Multi-Image Spans
4388,multi_train,3,Multi-Image Spans
4389,multi_train,3,Non-Span
4390,multi_train,3,Cross-Image Synthesis
2270,multi_train,2,Cross-Image Synthesis
2271,multi_train,2,Multi-Image Spans
2272,multi_train,2,Cross-Image Synthesis
2273,multi_train,2,Non-Span
1586,multi_train,2,Non-Span
1587,multi_train,2,Cross-Image Synthesis
1588,multi_train,2,Multi-Image Spans
1589,multi_train,2,Non-Span
8358,multi_train,3,Non-Span
8359,multi_train,3,Cross-Image Synthesis
8360,multi_train,3,Multi-Image Spans
8367,multi_train,3,Non-Span
8368,multi_train,3,Cross-Image Synthesis
8362,multi_train,3,Multi-Image Spans
8363,multi_train,3,Multi-Image Spans
899,multi_train,2,Multi-Image Spans
900,multi_train,2,Non-Span
901,multi_train,2,Multi-Image Spans
902,multi_train,2,Multi-Image Spans
6081,multi_train,3,Non-Span
6083,multi_train,3,Non-Span
3699,multi_train,3,Multi-Image Spans
3700,multi_train,3,Non-Span
3898,multi_train,2,Non-Span
3899,multi_train,2,Cross-Image Synthesis
3900,multi_train,2,Multi-Image Spans
3901,multi_train,2,Multi-Image Spans
3902,multi_train,2,Cross-Image Synthesis
2835,multi_train,3,Multi-Image Spans
2836,multi_train,3,Non-Span
2837,multi_train,3,Cross-Image Synthesis
2839,multi_train,3,Multi-Image Spans
2840,multi_train,3,Cross-Image Synthesis
2841,multi_train,3,Non-Span
2832,multi_train,3,Non-Span
2833,multi_train,3,Cross-Image Synthesis
2299,multi_train,2,Multi-Image Spans
2300,multi_train,2,Non-Span
2301,multi_train,2,Non-Span
2302,multi_train,2,Cross-Image Synthesis
3106,multi_train,3,Multi-Image Spans
3107,multi_train,3,Non-Span
3108,multi_train,3,Non-Span
3109,multi_train,3,Multi-Image Spans
3100,multi_train,3,Non-Span
3101,multi_train,3,Multi-Image Spans
