question_id,split_name,task_family,answer_source
59873,single_train,single,question-span
59872,single_train,single,multi-span
59875,single_train,single,question-span
59871,single_train,single,multi-span
95727,single_train,single,non-extractive
95721,single_train,single,question-span
95723,single_train,single,question-span
95728,single_train,single,non-extractive
95722,single_train,single,question-span
119103,single_train,single,question-span
119105,single_train,single,question-span
119104,single_train,single,question-span
119100,single_train,single,multi-span
119101,single_train,single,multi-span
109138,single_train,single,question-span
109139,single_train,single,multi-span
109136,single_train,single,non-extractive
109135,single_train,single,multi-span
109132,single_train,single,non-extractive
82108,single_train,single,question-span
82105,single_train,single,multi-span
82111,single_train,single,question-span
82104,single_train,single,question-span
126892,single_train,single,multi-span
126891,single_train,single,question-span
126889,single_train,single,multi-span
126885,single_train,single,multi-span
126884,single_train,single,question-span
126888,single_train,single,question-span
126886,single_train,single,non-extractive
50443,single_train,single,non-extractive
50444,single_train,single,non-extractive
50438,single_train,single,question-span
50439,single_train,single,question-span
50437,single_train,single,multi-span
50440,single_train,single,question-span
117927,single_train,single,question-span
117926,single_train,single,question-span
117925,single_train,single,multi-span
117924,single_train,single,multi-span
117923,single_train,single,multi-span
75585,single_train,single,multi-span
75586,single_train,single,non-extractive
75588,single_train,single,question-span
75589,single_train,single,multi-span
75590,single_train,single,non-extractive
113504,single_train,single,non-extractive
113495,single_train,single,question-span
113498,single_train,single,question-span
113497,single_train,single,non-extractive
41250,single_train,single,non-extractive
41253,single_train,single,non-extractive
64398,single_train,single,question-span
64390,single_train,single,non-extractive
64388,single_train,single,question-span
7992,single_train,single,non-extractive
7985,single_train,single,non-extractive
7989,single_train,single,non-extractive
7983,single_train,single,question-span
7987,single_train,single,question-span
4352,single_train,single,non-extractive
4343,single_train,single,question-span
4348,single_train,single,non-extractive
4345,single_train,single,non-extractive
54274,single_train,single,non-extractive
54267,single_train,single,question-span
54266,single_train,single,question-span
134214,single_train,single,question-span
134210,single_train,single,question-span
134212,single_train,single,non-extractive
3047,single_train,single,non-extractive
3045,single_train,single,question-span
49029,single_train,single,question-span
49028,single_train,single,question-span
83117,single_train,single,question-span
83123,single_train,single,non-extractive
83114,single_train,single,question-span
83116,single_train,single,non-extractive
83119,single_train,single,non-extractive
83121,single_train,single,question-span
110622,single_train,single,non-extractive
110626,single_train,single,non-extractive
110624,single_train,single,question-span
53729,single_train,single,question-span
53735,single_train,single,non-extractive
53730,single_train,single,question-span
53734,single_train,single,non-extractive
53736,single_train,single,non-extractive
53728,single_train,single,question-span
46818,single_train,single,non-extractive
46816,single_train,single,question-span
134961,single_train,single,non-extractive
134957,single_train,single,non-extractive
96366,single_train,single,non-extractive
8922,single_train,single,non-extractive
125258,single_train,single,non-extractive
157324,single_train,single,non-extractive
248,single_train,single,non-extractive
256,single_train,single,non-extractive
252,single_train,single,non-extractive
70052,single_train,single,non-extractive
119063,single_train,single,non-extractive
28518,single_train,single,non-extractive
28521,single_train,single,non-extractive
67101,single_train,single,non-extractive
67104,single_train,single,non-extractive
160442,single_train,single,non-extractive
160444,single_train,single,non-extractive
160438,single_train,single,non-extractive
113172,single_train,single,non-extractive
113176,single_train,single,non-extractive
51793,single_train,single,non-extractive
108087,single_train,single,non-extractive
108090,single_train,single,non-extractive
118977,single_train,single,non-extractive
10697,single_train,single,non-extractive
10705,single_train,single,non-extractive
43243,single_train,single,non-extractive
43247,single_train,single,non-extractive
126656,single_train,single,non-extractive
126660,single_train,single,non-extractive
106944,single_train,single,non-extractive
106940,single_train,single,non-extractive
143918,single_train,single,non-extractive
143922,single_train,single,non-extractive
33574,single_train,single,non-extractive
33578,single_train,single,non-extractive
44106,single_train,single,non-extractive
44102,single_train,single,non-extractive
90883,single_train,single,non-extractive
90885,single_train,single,non-extractive
41554,single_train,single,non-extractive
41560,single_train,single,non-extractive
30937,single_train,single,non-extractive
49518,single_train,single,non-extractive
152611,single_train,single,non-extractive
152615,single_train,single,non-extractive
131283,single_train,single,non-extractive
131280,single_train,single,non-extractive
131286,single_train,single,non-extractive
109851,single_train,single,non-extractive
109855,single_train,single,non-extractive
109847,single_train,single,non-extractive
52774,single_train,single,non-extractive
52773,single_train,single,non-extractive
115277,single_train,single,non-extractive
115278,single_train,single,non-extractive
38776,single_train,single,non-extractive
38780,single_train,single,non-extractive
38773,single_train,single,non-extractive
94578,single_train,single,non-extractive
165103,single_train,single,non-extractive
56721,single_train,single,non-extractive
56719,single_train,single,non-extractive
56720,single_train,single,non-extractive
9510,single_train,single,non-extractive
9503,single_train,single,non-extractive
9506,single_train,single,non-extractive
87691,single_train,single,non-extractive
87692,single_train,single,non-extractive
87693,single_train,single,non-extractive
27243,single_train,single,non-extractive
27240,single_train,single,non-extractive
82218,single_train,single,non-extractive
82221,single_train,single,non-extractive
82224,single_train,single,non-extractive
62796,single_train,single,non-extractive
62793,single_train,single,non-extractive
60961,single_train,single,non-extractive
27173,single_train,single,non-extractive
166443,single_train,single,non-extractive
126668,single_train,single,non-extractive
126671,single_train,single,non-extractive
56449,single_train,single,non-extractive
56450,single_train,single,non-extractive
6142,single_train,single,non-extractive
6138,single_train,single,non-extractive
60137,single_train,single,non-extractive
60139,single_train,single,non-extractive
73318,single_train,single,non-extractive
73311,single_train,single,non-extractive
70258,single_train,single,non-extractive
129395,single_train,single,non-extractive
129391,single_train,single,non-extractive
105742,single_train,single,non-extractive
109581,single_train,single,non-extractive
109585,single_train,single,non-extractive
29547,single_train,single,non-extractive
29550,single_train,single,non-extractive
61512,single_train,single,non-extractive
61511,single_train,single,non-extractive
10007,single_train,single,non-extractive
10009,single_train,single,non-extractive
10013,single_train,single,non-extractive
48133,single_train,single,non-extractive
44535,single_train,single,non-extractive
44542,single_train,single,non-extractive
44539,single_train,single,non-extractive
107710,single_train,single,non-extractive
107707,single_train,single,non-extractive
161029,single_train,single,non-extractive
57076,single_train,single,non-extractive
69479,single_train,single,non-extractive
69485,single_train,single,non-extractive
122917,single_train,single,non-extractive
7235,single_train,single,non-extractive
52060,single_train,single,non-extractive
114445,single_train,single,non-extractive
114449,single_train,single,non-extractive
81727,single_train,single,non-extractive
40209,single_train,single,non-extractive
40206,single_train,single,non-extractive
125047,single_train,single,non-extractive
145536,single_train,single,non-extractive
145529,single_train,single,non-extractive
145533,single_train,single,non-extractive
15517,single_train,single,non-extractive
15521,single_train,single,non-extractive
41974,single_train,single,non-extractive
67898,single_train,single,non-extractive
67894,single_train,single,non-extractive
67890,single_train,single,non-extractive
59781,single_train,single,non-extractive
59783,single_train,single,non-extractive
59782,single_train,single,non-extractive
46057,single_train,single,non-extractive
46060,single_train,single,non-extractive
60529,single_train,single,non-extractive
119464,single_train,single,non-extractive
82285,single_train,single,non-extractive
82289,single_train,single,non-extractive
82293,single_train,single,non-extractive
82296,single_train,single,non-extractive
58973,single_train,single,non-extractive
58975,single_train,single,non-extractive
71596,single_train,single,non-extractive
71593,single_train,single,non-extractive
71600,single_train,single,non-extractive
109396,single_train,single,non-extractive
145518,single_train,single,non-extractive
145514,single_train,single,non-extractive
36773,single_train,single,non-extractive
36777,single_train,single,non-extractive
36781,single_train,single,non-extractive
101741,single_train,single,non-extractive
101738,single_train,single,non-extractive
115533,single_train,single,non-extractive
115536,single_train,single,non-extractive
40396,single_train,single,non-extractive
157567,single_train,single,non-extractive
134981,single_train,single,non-extractive
134986,single_train,single,non-extractive
134984,single_train,single,non-extractive
134978,single_train,single,non-extractive
11440,single_train,single,non-extractive
11442,single_train,single,non-extractive
81434,single_train,single,non-extractive
81437,single_train,single,multi-span
81433,single_train,single,multi-span
81430,single_train,single,multi-span
81431,single_train,single,image-span
81438,single_train,single,non-extractive
81429,single_train,single,question-span
111705,single_train,single,question-span
111706,single_train,single,multi-span
111704,single_train,single,image-span
111708,single_train,single,non-extractive
22594,single_train,single,image-span
22596,single_train,single,multi-span
31423,single_train,single,question-span
31427,single_train,single,non-extractive
31421,single_train,single,multi-span
31420,single_train,single,question-span
31419,single_train,single,image-span
31422,single_train,single,image-span
22498,single_train,single,non-extractive
22496,single_train,single,question-span
22497,single_train,single,multi-span
22499,single_train,single,image-span
22500,single_train,single,multi-span
22501,single_train,single,non-extractive
144896,single_train,single,multi-span
144889,single_train,single,question-span
144895,single_train,single,question-span
144890,single_train,single,multi-span
144888,single_train,single,image-span
10953,single_train,single,non-extractive
10952,single_train,single,multi-span
10951,single_train,single,image-span
10948,single_train,single,image-span
10957,single_train,single,image-span
10955,single_train,single,question-span
10949,single_train,single,question-span
10950,single_train,single,multi-span
10956,single_train,single,multi-span
10954,single_train,single,image-span
149397,single_train,single,non-extractive
149393,single_train,single,image-span
149390,single_train,single,question-span
149396,single_train,single,non-extractive
149395,single_train,single,multi-span
93963,single_train,single,question-span
93962,single_train,single,multi-span
93965,single_train,single,image-span
93964,single_train,single,question-span
93960,single_train,single,multi-span
93961,single_train,single,multi-span
111741,single_train,single,non-extractive
111732,single_train,single,image-span
111736,single_train,single,multi-span
162676,single_train,single,non-extractive
162675,single_train,single,image-span
162671,single_train,single,image-span
162673,single_train,single,multi-span
162672,single_train,single,question-span
162674,single_train,single,non-extractive
66291,single_train,single,multi-span
66293,single_train,single,image-span
66292,single_train,single,non-extractive
66290,single_train,single,question-span
41171,single_train,single,question-span
41168,single_train,single,question-span
41167,single_train,single,image-span
41170,single_train,single,image-span
41175,single_train,single,non-extractive
41169,single_train,single,multi-span
138402,single_train,single,image-span
138405,single_train,single,multi-span
138406,single_train,single,non-extractive
138403,single_train,single,multi-span
138404,single_train,single,non-extractive
134093,single_train,single,multi-span
134090,single_train,single,multi-span
134092,single_train,single,image-span
134091,single_train,single,non-extractive
134094,single_train,single,non-extractive
134095,single_train,single,image-span
134088,single_train,single,image-span
13124,single_train,single,image-span
13122,single_train,single,multi-span
13123,single_train,single,non-extractive
13121,single_train,single,question-span
13120,single_train,single,image-span
40196,single_train,single,image-span
40198,single_train,single,multi-span
40199,single_train,single,non-extractive
40197,single_train,single,question-span
40202,single_train,single,non-extractive
40200,single_train,single,image-span
120653,single_train,single,image-span
120651,single_train,single,question-span
120656,single_train,single,non-extractive
120649,single_train,single,question-span
120652,single_train,single,image-span
120654,single_train,single,image-span
136670,single_train,single,non-extractive
136673,single_train,single,non-extractive
136675,single_train,single,question-span
136666,single_train,single,multi-span
136664,single_train,single,image-span
136669,single_train,single,multi-span
136667,single_train,single,non-extractive
136665,single_train,single,question-span
136668,single_train,single,image-span
136672,single_train,single,multi-span
80866,single_train,single,non-extractive
80867,single_train,single,image-span
80861,single_train,single,multi-span
80864,single_train,single,question-span
80859,single_train,single,image-span
80865,single_train,single,multi-span
80872,single_train,single,non-extractive
80869,single_train,single,image-span
80862,single_train,single,non-extractive
80868,single_train,single,question-span
80863,single_train,single,image-span
112320,single_train,single,image-span
112319,single_train,single,question-span
112317,single_train,single,non-extractive
112321,single_train,single,question-span
112314,single_train,single,image-span
112315,single_train,single,question-span
112316,single_train,single,multi-span
112318,single_train,single,image-span
44881,single_train,single,multi-span
44875,single_train,single,non-extractive
44872,single_train,single,image-span
44873,single_train,single,question-span
44874,single_train,single,multi-span
44879,single_train,single,non-extractive
44878,single_train,single,multi-span
44877,single_train,single,question-span
44876,single_train,single,image-span
114876,single_train,single,non-extractive
114881,single_train,single,multi-span
114878,single_train,single,non-extractive
114875,single_train,single,multi-span
114879,single_train,single,image-span
114877,single_train,single,question-span
114874,single_train,single,question-span
114873,single_train,single,image-span
114880,single_train,single,question-span
138530,single_train,single,non-extractive
138532,single_train,single,question-span
138533,single_train,single,non-extractive
138535,single_train,single,non-extractive
138531,single_train,single,image-span
114667,single_train,single,non-extractive
114662,single_train,single,question-span
114663,single_train,single,multi-span
161833,single_train,single,question-span
161827,single_train,single,question-span
161831,single_train,single,multi-span
161832,single_train,single,non-extractive
161830,single_train,single,image-span
161829,single_train,single,non-extractive
161826,single_train,single,image-span
161834,single_train,single,multi-span
161828,single_train,single,multi-span
158450,single_train,single,image-span
158452,single_train,single,multi-span
158457,single_train,single,non-extractive
158460,single_train,single,non-extractive
158456,single_train,single,multi-span
158453,single_train,single,non-extractive
93914,single_train,single,question-span
93917,single_train,single,non-extractive
93911,single_train,single,multi-span
93910,single_train,single,multi-span
93912,single_train,single,question-span
93913,single_train,single,question-span
93915,single_train,single,image-span
93916,single_train,single,image-span
71634,single_train,single,image-span
71633,single_train,single,non-extractive
71632,single_train,single,multi-span
71630,single_train,single,image-span
71631,single_train,single,question-span
155791,single_train,single,non-extractive
155788,single_train,single,non-extractive
155786,single_train,single,question-span
155787,single_train,single,multi-span
155789,single_train,single,image-span
155790,single_train,single,question-span
155785,single_train,single,image-span
27156,single_train,single,multi-span
27165,single_train,single,multi-span
27159,single_train,single,multi-span
27161,single_train,single,question-span
27163,single_train,single,image-span
27162,single_train,single,non-extractive
27158,single_train,single,image-span
27166,single_train,single,non-extractive
27164,single_train,single,question-span
27154,single_train,single,image-span
27160,single_train,single,non-extractive
27155,single_train,single,question-span
27157,single_train,single,non-extractive
26711,single_train,single,multi-span
26708,single_train,single,multi-span
26712,single_train,single,question-span
26709,single_train,single,non-extractive
26710,single_train,single,question-span
26707,single_train,single,image-span
26713,single_train,single,non-extractive
109992,single_train,single,multi-span
109993,single_train,single,non-extractive
109997,single_train,single,non-extractive
109991,single_train,single,image-span
109989,single_train,single,multi-span
109990,single_train,single,non-extractive
109995,single_train,single,question-span
109996,single_train,single,multi-span
122297,single_train,single,multi-span
122303,single_train,single,image-span
122302,single_train,single,image-span
122304,single_train,single,image-span
122305,single_train,single,non-extractive
122300,single_train,single,question-span
122301,single_train,single,image-span
122299,single_train,single,question-span
122306,single_train,single,non-extractive
122298,single_train,single,question-span
122296,single_train,single,multi-span
29040,single_train,single,multi-span
29047,single_train,single,question-span
29044,single_train,single,multi-span
29048,single_train,single,multi-span
29038,single_train,single,image-span
29045,single_train,single,non-extractive
29046,single_train,single,image-span
29039,single_train,single,question-span
29043,single_train,single,question-span
29041,single_train,single,non-extractive
29042,single_train,single,image-span
29049,single_train,single,non-extractive
88738,single_train,single,question-span
88735,single_train,single,multi-span
88741,single_train,single,non-extractive
88734,single_train,single,multi-span
88736,single_train,single,question-span
88737,single_train,single,question-span
88733,single_train,single,multi-span
6012,single_train,single,non-extractive
6007,single_train,single,non-extractive
6004,single_train,single,image-span
6005,single_train,single,question-span
6006,single_train,single,multi-span
6009,single_train,single,non-extractive
104286,single_train,single,non-extractive
92659,single_train,single,image-span
92650,single_train,single,multi-span
92652,single_train,single,question-span
92660,single_train,single,non-extractive
92657,single_train,single,image-span
92655,single_train,single,question-span
92653,single_train,single,question-span
92651,single_train,single,multi-span
92658,single_train,single,image-span
92656,single_train,single,image-span
92654,single_train,single,question-span
92649,single_train,single,multi-span
156742,single_train,single,multi-span
156749,single_train,single,non-extractive
156744,single_train,single,image-span
156743,single_train,single,non-extractive
156745,single_train,single,question-span
63986,single_train,single,non-extractive
63980,single_train,single,question-span
63982,single_train,single,non-extractive
63985,single_train,single,multi-span
63984,single_train,single,question-span
63979,single_train,single,image-span
63983,single_train,single,image-span
63981,single_train,single,multi-span
63989,single_train,single,non-extractive
63988,single_train,single,multi-span
99475,single_train,single,image-span
99481,single_train,single,question-span
99482,single_train,single,multi-span
99477,single_train,single,multi-span
99478,single_train,single,non-extractive
99480,single_train,single,multi-span
99476,single_train,single,question-span
99483,single_train,single,non-extractive
13976,single_train,single,non-extractive
13972,single_train,single,multi-span
13971,single_train,single,question-span
13974,single_train,single,image-span
13970,single_train,single,image-span
122441,single_train,single,multi-span
122448,single_train,single,non-extractive
122440,single_train,single,multi-span
122442,single_train,single,multi-span
122443,single_train,single,question-span
122445,single_train,single,image-span
122447,single_train,single,image-span
122449,single_train,single,non-extractive
122444,single_train,single,question-span
126844,single_train,single,image-span
126853,single_train,single,multi-span
126845,single_train,single,question-span
126846,single_train,single,multi-span
126850,single_train,single,non-extractive
126848,single_train,single,question-span
126851,single_train,single,image-span
126849,single_train,single,multi-span
126847,single_train,single,non-extractive
164592,single_train,single,non-extractive
164590,single_train,single,non-extractive
164588,single_train,single,question-span
164589,single_train,single,multi-span
41229,single_train,single,question-span
41221,single_train,single,image-span
41227,single_train,single,non-extractive
41225,single_train,single,image-span
41224,single_train,single,non-extractive
41222,single_train,single,question-span
41230,single_train,single,non-extractive
41223,single_train,single,multi-span
41226,single_train,single,multi-span
41228,single_train,single,image-span
92980,single_train,single,image-span
92976,single_train,single,question-span
92979,single_train,single,image-span
92975,single_train,single,question-span
92972,single_train,single,multi-span
92974,single_train,single,multi-span
92977,single_train,single,question-span
92981,single_train,single,image-span
92978,single_train,single,question-span
92982,single_train,single,non-extractive
92973,single_train,single,multi-span
100279,single_train,single,non-extractive
100275,single_train,single,non-extractive
100272,single_train,single,image-span
100277,single_train,single,question-span
100278,single_train,single,multi-span
100274,single_train,single,multi-span
100276,single_train,single,image-span
152155,single_train,single,image-span
152152,single_train,single,image-span
152156,single_train,single,non-extractive
152154,single_train,single,multi-span
152153,single_train,single,question-span
29128,single_train,single,image-span
29127,single_train,single,non-extractive
29125,single_train,single,question-span
29132,single_train,single,image-span
29126,single_train,single,multi-span
29124,single_train,single,image-span
29130,single_train,single,multi-span
44213,single_train,single,non-extractive
44209,single_train,single,non-extractive
44207,single_train,single,non-extractive
44212,single_train,single,multi-span
44211,single_train,single,question-span
44205,single_train,single,question-span
44208,single_train,single,question-span
44206,single_train,single,multi-span
44204,single_train,single,image-span
14077,single_train,single,question-span
14078,single_train,single,multi-span
14072,single_train,single,image-span
14080,single_train,single,question-span
14079,single_train,single,image-span
14076,single_train,single,image-span
14073,single_train,single,question-span
14075,single_train,single,non-extractive
14074,single_train,single,multi-span
74696,single_train,single,question-span
74698,single_train,single,non-extractive
74695,single_train,single,image-span
74700,single_train,single,multi-span
74701,single_train,single,non-extractive
74697,single_train,single,multi-span
74699,single_train,single,question-span
73579,single_train,single,image-span
73581,single_train,single,multi-span
73580,single_train,single,question-span
73576,single_train,single,question-span
73577,single_train,single,multi-span
73582,single_train,single,non-extractive
73575,single_train,single,image-span
73578,single_train,single,non-extractive
4868,single_train,single,non-extractive
4863,single_train,single,question-span
4865,single_train,single,non-extractive
4864,single_train,single,multi-span
93196,single_train,single,non-extractive
93189,single_train,single,multi-span
93194,single_train,single,image-span
93191,single_train,single,question-span
93195,single_train,single,image-span
93190,single_train,single,multi-span
93193,single_train,single,question-span
93192,single_train,single,question-span
93197,single_train,single,non-extractive
102416,single_train,single,non-extractive
102415,single_train,single,multi-span
102418,single_train,single,question-span
102417,single_train,single,image-span
102414,single_train,single,image-span
154209,single_train,single,question-span
154208,single_train,single,image-span
154211,single_train,single,non-extractive
154213,single_train,single,question-span
154215,single_train,single,non-extractive
154212,single_train,single,image-span
154214,single_train,single,multi-span
34058,single_train,single,question-span
34059,single_train,single,multi-span
34057,single_train,single,image-span
34053,single_train,single,image-span
34055,single_train,single,multi-span
34060,single_train,single,image-span
34054,single_train,single,question-span
34056,single_train,single,non-extractive
20227,single_train,single,multi-span
20222,single_train,single,question-span
20229,single_train,single,non-extractive
20223,single_train,single,multi-span
20228,single_train,single,non-extractive
20221,single_train,single,image-span
20226,single_train,single,question-span
20225,single_train,single,image-span
20224,single_train,single,non-extractive
28903,single_train,single,image-span
28905,single_train,single,multi-span
28908,single_train,single,multi-span
28904,single_train,single,question-span
28906,single_train,single,non-extractive
28907,single_train,single,question-span
13127,single_train,single,question-span
13130,single_train,single,image-span
13136,single_train,single,non-extractive
13132,single_train,single,non-extractive
13131,single_train,single,multi-span
13133,single_train,single,image-span
13126,single_train,single,image-span
13135,single_train,single,multi-span
13128,single_train,single,multi-span
13129,single_train,single,non-extractive
87694,single_train,single,multi-span
87699,single_train,single,image-span
87695,single_train,single,question-span
87698,single_train,single,image-span
87700,single_train,single,non-extractive
87696,single_train,single,question-span
87701,single_train,single,non-extractive
87697,single_train,single,image-span
121432,single_train,single,multi-span
121431,single_train,single,multi-span
121440,single_train,single,non-extractive
121433,single_train,single,multi-span
121439,single_train,single,image-span
121442,single_train,single,non-extractive
121438,single_train,single,image-span
121434,single_train,single,question-span
121437,single_train,single,image-span
91300,single_train,single,image-span
91303,single_train,single,non-extractive
91294,single_train,single,multi-span
91302,single_train,single,non-extractive
91299,single_train,single,image-span
91296,single_train,single,question-span
91293,single_train,single,multi-span
91295,single_train,single,multi-span
91298,single_train,single,question-span
91301,single_train,single,image-span
91297,single_train,single,question-span
98327,single_train,single,image-span
98324,single_train,single,image-span
98333,single_train,single,non-extractive
98326,single_train,single,multi-span
106136,single_train,single,non-extractive
106141,single_train,single,non-extractive
106139,single_train,single,question-span
106138,single_train,single,image-span
106140,single_train,single,multi-span
133298,single_train,single,image-span
133296,single_train,single,question-span
133295,single_train,single,image-span
133297,single_train,single,multi-span
133301,single_train,single,non-extractive
99773,single_train,single,image-span
99777,single_train,single,non-extractive
99776,single_train,single,question-span
99775,single_train,single,multi-span
99774,single_train,single,question-span
68846,single_train,single,image-span
68847,single_train,single,multi-span
68844,single_train,single,multi-span
68842,single_train,single,image-span
68843,single_train,single,question-span
68848,single_train,single,non-extractive
68851,single_train,single,multi-span
106006,single_train,single,non-extractive
106004,single_train,single,image-span
106002,single_train,single,question-span
106003,single_train,single,non-extractive
106001,single_train,single,image-span
106007,single_train,single,image-span
106005,single_train,single,question-span
138193,single_train,single,multi-span
138194,single_train,single,non-extractive
138197,single_train,single,non-extractive
138192,single_train,single,image-span
11829,single_train,single,question-span
11828,single_train,single,image-span
11825,single_train,single,question-span
11826,single_train,single,multi-span
11827,single_train,single,non-extractive
11830,single_train,single,multi-span
11834,single_train,single,multi-span
11824,single_train,single,image-span
11831,single_train,single,non-extractive
19905,single_train,single,non-extractive
19899,single_train,single,image-span
19902,single_train,single,non-extractive
19901,single_train,single,multi-span
92772,single_train,single,question-span
92778,single_train,single,non-extractive
92773,single_train,single,question-span
92776,single_train,single,image-span
92779,single_train,single,non-extractive
92777,single_train,single,non-extractive
92775,single_train,single,image-span
104484,single_train,single,image-span
104485,single_train,single,question-span
104487,single_train,single,non-extractive
104490,single_train,single,multi-span
104495,single_train,single,non-extractive
104489,single_train,single,question-span
104492,single_train,single,image-span
104491,single_train,single,non-extractive
104494,single_train,single,multi-span
104488,single_train,single,image-span
104493,single_train,single,question-span
104486,single_train,single,multi-span
31906,single_train,single,non-extractive
31904,single_train,single,question-span
31913,single_train,single,non-extractive
31908,single_train,single,multi-span
31903,single_train,single,image-span
31905,single_train,single,multi-span
31909,single_train,single,non-extractive
31907,single_train,single,image-span
154955,single_train,single,non-extractive
154952,single_train,single,image-span
154954,single_train,single,multi-span
154957,single_train,single,question-span
154958,single_train,single,multi-span
25482,single_train,single,multi-span
25486,single_train,single,non-extractive
25485,single_train,single,multi-span
25489,single_train,single,non-extractive
25483,single_train,single,non-extractive
25484,single_train,single,question-span
25480,single_train,single,image-span
25487,single_train,single,image-span
25488,single_train,single,question-span
10513,single_train,single,image-span
10514,single_train,single,question-span
10519,single_train,single,multi-span
10520,single_train,single,non-extractive
10517,single_train,single,image-span
10515,single_train,single,multi-span
10516,single_train,single,non-extractive
10518,single_train,single,question-span
93921,single_train,single,question-span
93922,single_train,single,image-span
93919,single_train,single,question-span
93918,single_train,single,multi-span
93920,single_train,single,question-span
93924,single_train,single,non-extractive
146886,single_train,single,image-span
146884,single_train,single,multi-span
146888,single_train,single,non-extractive
146883,single_train,single,image-span
146885,single_train,single,non-extractive
146879,single_train,single,image-span
146880,single_train,single,question-span
146887,single_train,single,multi-span
146882,single_train,single,non-extractive
146881,single_train,single,multi-span
128120,single_train,single,image-span
128123,single_train,single,non-extractive
160028,single_train,single,question-span
160030,single_train,single,multi-span
160025,single_train,single,image-span
160029,single_train,single,multi-span
160027,single_train,single,non-extractive
160026,single_train,single,multi-span
125940,single_train,single,image-span
125941,single_train,single,multi-span
125942,single_train,single,image-span
125944,single_train,single,multi-span
125936,single_train,single,image-span
125938,single_train,single,multi-span
125943,single_train,single,question-span
125939,single_train,single,non-extractive
125946,single_train,single,question-span
110976,single_train,single,non-extractive
110975,single_train,single,multi-span
110969,single_train,single,image-span
110970,single_train,single,question-span
110974,single_train,single,question-span
110980,single_train,single,non-extractive
110972,single_train,single,non-extractive
102448,single_train,single,multi-span
102447,single_train,single,question-span
102449,single_train,single,non-extractive
102450,single_train,single,image-span
21665,single_train,single,question-span
21668,single_train,single,image-span
21670,single_train,single,multi-span
21667,single_train,single,non-extractive
21669,single_train,single,question-span
21671,single_train,single,non-extractive
21675,single_train,single,non-extractive
21664,single_train,single,image-span
21666,single_train,single,multi-span
131832,single_train,single,multi-span
131834,single_train,single,non-extractive
131826,single_train,single,image-span
131830,single_train,single,image-span
131833,single_train,single,image-span
78338,single_train,single,non-extractive
78334,single_train,single,non-extractive
78333,single_train,single,question-span
78331,single_train,single,non-extractive
78335,single_train,single,image-span
78332,single_train,single,image-span
78329,single_train,single,question-span
78328,single_train,single,image-span
78330,single_train,single,multi-span
78337,single_train,single,multi-span
156762,single_train,single,non-extractive
156763,single_train,single,question-span
156765,single_train,single,image-span
156761,single_train,single,multi-span
156759,single_train,single,image-span
156764,single_train,single,multi-span
156768,single_train,single,non-extractive
102224,single_train,single,question-span
102218,single_train,single,multi-span
102217,single_train,single,question-span
102223,single_train,single,image-span
102216,single_train,single,image-span
102225,single_train,single,multi-span
102222,single_train,single,non-extractive
103405,single_train,single,image-span
103402,single_train,single,question-span
103400,single_train,single,non-extractive
103406,single_train,single,question-span
103403,single_train,single,multi-span
103401,single_train,single,image-span
103399,single_train,single,multi-span
103398,single_train,single,question-span
103404,single_train,single,non-extractive
103408,single_train,single,non-extractive
81730,single_train,single,image-span
81738,single_train,single,question-span
81735,single_train,single,question-span
81737,single_train,single,image-span
81733,single_train,single,non-extractive
81739,single_train,single,multi-span
81736,single_train,single,multi-span
81732,single_train,single,multi-span
81740,single_train,single,non-extractive
81734,single_train,single,image-span
81731,single_train,single,question-span
146894,single_train,single,image-span
146897,single_train,single,image-span
146898,single_train,single,question-span
146895,single_train,single,multi-span
146896,single_train,single,non-extractive
102278,single_train,single,image-span
102281,single_train,single,non-extractive
160947,single_train,single,question-span
160945,single_train,single,non-extractive
160946,single_train,single,image-span
160948,single_train,single,multi-span
160943,single_train,single,question-span
160942,single_train,single,image-span
160944,single_train,single,multi-span
21975,single_train,single,image-span
21981,single_train,single,non-extractive
21984,single_train,single,multi-span
21976,single_train,single,question-span
21977,single_train,single,multi-span
21980,single_train,single,question-span
21978,single_train,single,non-extractive
21979,single_train,single,image-span
127968,single_train,single,question-span
127969,single_train,single,multi-span
127970,single_train,single,non-extractive
127973,single_train,single,non-extractive
96748,single_train,single,multi-span
96752,single_train,single,image-span
96753,single_train,single,image-span
96751,single_train,single,question-span
42578,single_train,single,question-span
42580,single_train,single,non-extractive
42581,single_train,single,image-span
42585,single_train,single,multi-span
42583,single_train,single,non-extractive
42579,single_train,single,multi-span
42577,single_train,single,image-span
42586,single_train,single,non-extractive
42582,single_train,single,multi-span
42584,single_train,single,image-span
111568,single_train,single,question-span
111573,single_train,single,non-extractive
111570,single_train,single,non-extractive
111569,single_train,single,multi-span
111567,single_train,single,image-span
111571,single_train,single,image-span
69857,single_train,single,image-span
69860,single_train,single,image-span
69862,single_train,single,non-extractive
69856,single_train,single,non-extractive
69854,single_train,single,image-span
69855,single_train,single,multi-span
69861,single_train,single,question-span
68472,single_train,single,image-span
68473,single_train,single,question-span
68470,single_train,single,multi-span
68468,single_train,single,image-span
68471,single_train,single,non-extractive
68477,single_train,single,question-span
68469,single_train,single,question-span
68479,single_train,single,non-extractive
68475,single_train,single,non-extractive
68474,single_train,single,multi-span
24717,single_train,single,multi-span
24718,single_train,single,non-extractive
24719,single_train,single,question-span
24716,single_train,single,question-span
