question_id,split_name,task_family,question_type,reasoning_mode
146095,single_train,single,how_many,reasoning
162292,single_train,single,which,lookup
162291,single_train,single,how_many,lookup
162290,single_train,single,how_many,lookup
162295,single_train,single,other,lookup
162293,single_train,single,how_many,reasoning
51170,single_train,single,which,lookup
51172,single_train,single,which,lookup
51174,single_train,single,how_many,lookup
51175,single_train,single,which,lookup
51171,single_train,single,which,reasoning
51176,single_train,single,how_many,lookup
51173,single_train,single,other,lookup
136917,single_train,single,count,reasoning
136913,single_train,single,which,lookup
136905,single_train,single,which,lookup
136910,single_train,single,which,lookup
136909,single_train,single,which,lookup
136907,single_train,single,which,lookup
136908,single_train,single,how_many,reasoning
136911,single_train,single,which,lookup
136912,single_train,single,how_many,reasoning
136916,single_train,single,which,lookup
136914,single_train,single,which,lookup
136915,single_train,single,how_many,reasoning
103951,single_train,single,which,lookup
103947,single_train,single,what,lookup
103948,single_train,single,which,lookup
103952,single_train,single,what,lookup
103949,single_train,single,how_many,reasoning
35818,single_train,single,when,reasoning
35813,single_train,single,which,reasoning
35814,single_train,single,how_many,reasoning
35812,single_train,single,what,lookup
35815,single_train,single,count,lookup
107749,single_train,single,what,lookup
107747,single_train,single,when,reasoning
107748,single_train,single,what,lookup
107742,single_train,single,when,reasoning
107745,single_train,single,how_many,reasoning
107750,single_train,single,list,lookup
107752,single_train,single,how_many,reasoning
107746,single_train,single,what,reasoning
107744,single_train,single,which,lookup
107743,single_train,single,list,lookup
158780,single_train,single,what,lookup
158779,single_train,single,which,lookup
158781,single_train,single,how_many,reasoning
130246,single_train,single,which,lookup
130247,single_train,single,how_many,reasoning
130251,single_train,single,how_many,reasoning
130255,single_train,single,how_many,reasoning
130248,single_train,single,what,reasoning
130250,single_train,single,how_many,lookup
130244,single_train,single,what,lookup
113413,single_train,single,how_many,reasoning
113411,single_train,single,how_many,reasoning
113414,single_train,single,how_many,reasoning
113415,single_train,single,how_many,reasoning
113419,single_train,single,how_many,reasoning
6343,single_train,single,what,lookup
6351,single_train,single,how_many,reasoning
6345,single_train,single,how_many,reasoning
6347,single_train,single,which,lookup
6344,single_train,single,how_many,reasoning
6342,single_train,single,which,lookup
6346,single_train,single,which,lookup
59784,single_train,single,which,reasoning
59789,single_train,single,how_many,lookup
59788,single_train,single,how_many,lookup
59785,single_train,single,which,lookup
59786,single_train,single,which,lookup
59787,single_train,single,compare,lookup
131753,single_train,single,which,lookup
131747,single_train,single,what,lookup
131750,single_train,single,how_many,reasoning
131744,single_train,single,other,lookup
131754,single_train,single,how_many,reasoning
131746,single_train,single,how_many,reasoning
131748,single_train,single,which,lookup
131749,single_train,single,what,lookup
131743,single_train,single,what,lookup
152303,single_train,single,when,lookup
152310,single_train,single,how_many,reasoning
152305,single_train,single,what,lookup
152307,single_train,single,what,lookup
152306,single_train,single,which,lookup
152304,single_train,single,how_many,reasoning
152302,single_train,single,what,lookup
152301,single_train,single,when,lookup
4814,single_train,single,how_many,reasoning
4816,single_train,single,compare,reasoning
4813,single_train,single,how_many,lookup
4818,single_train,single,how_many,reasoning
4812,single_train,single,other,lookup
4822,single_train,single,how_many,reasoning
4817,single_train,single,what,lookup
4820,single_train,single,count,lookup
4815,single_train,single,how_many,lookup
133811,single_train,single,how_many,reasoning
133809,single_train,single,how_many,lookup
133804,single_train,single,what,lookup
133808,single_train,single,which,lookup
133807,single_train,single,how_many,reasoning
133814,single_train,single,which,lookup
133815,single_train,single,how_many,reasoning
133813,single_train,single,how_many,lookup
133805,single_train,single,how_many,lookup
133806,single_train,single,which,lookup
133812,single_train,single,how_many,lookup
133810,single_train,single,how_many,lookup
29289,single_train,single,how_many,reasoning
29288,single_train,single,how_many,reasoning
29287,single_train,single,which,lookup
29295,single_train,single,how_many,reasoning
29291,single_train,single,how_many,reasoning
29286,single_train,single,how_many,reasoning
29290,single_train,single,how_many,reasoning
58026,single_train,single,how_many,reasoning
58023,single_train,single,which,lookup
58024,single_train,single,how_many,lookup
58022,single_train,single,which,reasoning
58021,single_train,single,list,reasoning
136424,single_train,single,which,lookup
136427,single_train,single,how_many,reasoning
136430,single_train,single,count,reasoning
136428,single_train,single,which,lookup
136433,single_train,single,what,lookup
136432,single_train,single,how_many,reasoning
136425,single_train,single,which,lookup
136429,single_train,single,how_many,reasoning
136426,single_train,single,what,lookup
85394,single_train,single,which,lookup
85392,single_train,single,how_many,lookup
85388,single_train,single,how_many,reasoning
85389,single_train,single,how_many,lookup
85390,single_train,single,how_many,lookup
85393,single_train,single,how_many,lookup
16974,single_train,single,what,lookup
16977,single_train,single,how_many,reasoning
16980,single_train,single,which,lookup
16978,single_train,single,how_many,lookup
16979,single_train,single,compare,lookup
16976,single_train,single,compare,reasoning
16975,single_train,single,which,lookup
147431,single_train,single,what,lookup
147430,single_train,single,what,lookup
147433,single_train,single,which,reasoning
147432,single_train,single,what,lookup
146340,single_train,single,how_many,lookup
146339,single_train,single,how_many,lookup
146344,single_train,single,how_many,reasoning
146346,single_train,single,how_many,reasoning
146341,single_train,single,how_many,reasoning
146338,single_train,single,which,lookup
62966,single_train,single,what,lookup
62971,single_train,single,compare,reasoning
62967,single_train,single,compare,reasoning
62969,single_train,single,how_many,reasoning
62968,single_train,single,how_many,lookup
62970,single_train,single,which,lookup
62972,single_train,single,which,lookup
62973,single_train,single,how_many,reasoning
84714,single_train,single,which,reasoning
84717,single_train,single,how_many,reasoning
84715,single_train,single,compare,lookup
84719,single_train,single,how_many,reasoning
84718,single_train,single,how_many,lookup
84716,single_train,single,what,lookup
84712,single_train,single,which,lookup
84713,single_train,single,which,lookup
51714,single_train,single,how_many,lookup
51711,single_train,single,how_many,reasoning
51715,single_train,single,which,lookup
51712,single_train,single,which,lookup
51713,single_train,single,other,lookup
51709,single_train,single,which,lookup
51716,single_train,single,how_many,lookup
51710,single_train,single,which,lookup
126729,single_train,single,which,lookup
126728,single_train,single,what,lookup
126734,single_train,single,how_many,reasoning
126730,single_train,single,how_many,reasoning
126731,single_train,single,which,lookup
126727,single_train,single,how_many,lookup
116681,single_train,single,how_many,reasoning
116674,single_train,single,how_many,reasoning
116675,single_train,single,which,lookup
116672,single_train,single,which,lookup
116676,single_train,single,how_many,reasoning
116673,single_train,single,how_many,lookup
116671,single_train,single,how_many,reasoning
116680,single_train,single,which,lookup
116677,single_train,single,how_many,reasoning
139209,single_train,single,how_many,lookup
139210,single_train,single,which,lookup
139215,single_train,single,how_many,reasoning
139211,single_train,single,which,lookup
139214,single_train,single,which,lookup
139218,single_train,single,how_many,reasoning
139213,single_train,single,other,lookup
139212,single_train,single,how_many,reasoning
139216,single_train,single,how_many,lookup
56911,single_train,single,which,lookup
56912,single_train,single,how_many,reasoning
56910,single_train,single,other,lookup
56909,single_train,single,which,reasoning
56908,single_train,single,which,reasoning
85691,single_train,single,how_many,lookup
85688,single_train,single,which,reasoning
85693,single_train,single,how_many,lookup
85694,single_train,single,other,lookup
85684,single_train,single,how_many,lookup
85685,single_train,single,what,reasoning
85686,single_train,single,compare,lookup
85692,single_train,single,what,lookup
85687,single_train,single,which,lookup
85690,single_train,single,other,reasoning
85689,single_train,single,what,lookup
120373,single_train,single,how_many,reasoning
120372,single_train,single,how_many,reasoning
120375,single_train,single,how_many,reasoning
120374,single_train,single,how_many,reasoning
120370,single_train,single,how_many,reasoning
120371,single_train,single,how_many,reasoning
61060,single_train,single,which,reasoning
61064,single_train,single,which,lookup
61063,single_train,single,how_many,lookup
61062,single_train,single,which,lookup
61066,single_train,single,which,lookup
61065,single_train,single,other,lookup
61061,single_train,single,which,reasoning
704,single_train,single,how_many,reasoning
693,single_train,single,how_many,reasoning
697,single_train,single,what,lookup
698,single_train,single,how_many,lookup
695,single_train,single,how_many,reasoning
696,single_train,single,which,lookup
694,single_train,single,how_many,reasoning
692,single_train,single,what,lookup
700,single_train,single,how_many,reasoning
34224,single_train,single,how_many,reasoning
34222,single_train,single,how_many,lookup
34229,single_train,single,how_many,reasoning
34223,single_train,single,count,reasoning
34226,single_train,single,which,lookup
146435,single_train,single,how_many,reasoning
146446,single_train,single,how_many,reasoning
146437,single_train,single,which,lookup
146434,single_train,single,which,lookup
146439,single_train,single,how_many,reasoning
146443,single_train,single,how_many,reasoning
146444,single_train,single,which,lookup
146433,single_train,single,which,lookup
146432,single_train,single,which,lookup
146438,single_train,single,which,lookup
146445,single_train,single,which,lookup
146436,single_train,single,when,lookup
146442,single_train,single,which,lookup
21285,single_train,single,which,lookup
21288,single_train,single,how_many,lookup
21286,single_train,single,what,lookup
21289,single_train,single,which,lookup
21287,single_train,single,which,lookup
165091,single_train,single,how_many,lookup
165098,single_train,single,which,lookup
165096,single_train,single,what,lookup
165099,single_train,single,which,lookup
165094,single_train,single,how_many,reasoning
165095,single_train,single,what,lookup
165097,single_train,single,which,lookup
54299,single_train,single,how_many,lookup
54301,single_train,single,count,reasoning
54298,single_train,single,which,lookup
54300,single_train,single,how_many,lookup
54296,single_train,single,other,lookup
54303,single_train,single,how_many,reasoning
54295,single_train,single,which,lookup
54302,single_train,single,how_many,reasoning
54293,single_train,single,which,lookup
54297,single_train,single,other,lookup
54294,single_train,single,list,reasoning
84567,single_train,single,how_many,reasoning
84565,single_train,single,how_many,lookup
84561,single_train,single,which,lookup
84566,single_train,single,how_many,reasoning
84562,single_train,single,which,lookup
84563,single_train,single,which,lookup
84568,single_train,single,how_many,reasoning
84564,single_train,single,how_many,reasoning
146551,single_train,single,how_many,reasoning
146544,single_train,single,what,lookup
146546,single_train,single,what,lookup
146553,single_train,single,which,lookup
146540,single_train,single,which,lookup
146550,single_train,single,what,lookup
146542,single_train,single,which,lookup
146543,single_train,single,how_many,reasoning
146548,single_train,single,what,lookup
146545,single_train,single,list,lookup
36363,single_train,single,which,reasoning
36359,single_train,single,how_many,lookup
36365,single_train,single,which,lookup
36360,single_train,single,which,lookup
36361,single_train,single,how_many,lookup
36362,single_train,single,how_many,reasoning
36364,single_train,single,compare,lookup
117580,single_train,single,how_many,reasoning
117582,single_train,single,which,lookup
117585,single_train,single,what,lookup
117583,single_train,single,what,lookup
117578,single_train,single,how_many,lookup
117586,single_train,single,how_many,reasoning
117579,single_train,single,list,lookup
117581,single_train,single,when,lookup
117584,single_train,single,how_many,reasoning
93477,single_train,single,how_many,reasoning
93473,single_train,single,how_many,lookup
93469,single_train,single,list,reasoning
93470,single_train,single,how_many,reasoning
93474,single_train,single,what,reasoning
93475,single_train,single,how_many,reasoning
93472,single_train,single,what,lookup
93476,single_train,single,how_many,reasoning
17756,single_train,single,how_many,reasoning
17750,single_train,single,what,lookup
17759,single_train,single,how_many,reasoning
17752,single_train,single,how_many,reasoning
17754,single_train,single,what,lookup
17753,single_train,single,which,lookup
17755,single_train,single,which,lookup
17751,single_train,single,when,lookup
166060,single_train,single,which,lookup
166055,single_train,single,what,lookup
166058,single_train,single,which,reasoning
166057,single_train,single,what,lookup
166061,single_train,single,how_many,reasoning
166059,single_train,single,other,lookup
78563,single_train,single,what,lookup
78566,single_train,single,how_many,reasoning
78560,single_train,single,which,lookup
78568,single_train,single,how_many,reasoning
78564,single_train,single,other,lookup
78565,single_train,single,which,lookup
66691,single_train,single,how_many,lookup
66690,single_train,single,how_many,lookup
66694,single_train,single,how_many,reasoning
66685,single_train,single,how_many,reasoning
66688,single_train,single,how_many,reasoning
66689,single_train,single,which,lookup
66692,single_train,single,how_many,reasoning
66687,single_train,single,how_many,lookup
66686,single_train,single,how_many,lookup
66693,single_train,single,when,lookup
40728,single_train,single,how_many,reasoning
40729,single_train,single,what,lookup
40736,single_train,single,how_many,reasoning
40732,single_train,single,how_many,reasoning
40727,single_train,single,how_many,lookup
40726,single_train,single,how_many,lookup
40730,single_train,single,how_many,lookup
40731,single_train,single,how_many,lookup
55762,single_train,single,which,reasoning
55761,single_train,single,which,lookup
55764,single_train,single,other,lookup
55763,single_train,single,which,lookup
55760,single_train,single,list,reasoning
55766,single_train,single,which,lookup
55767,single_train,single,how_many,lookup
55765,single_train,single,how_many,lookup
140356,single_train,single,other,lookup
140351,single_train,single,how_many,reasoning
140348,single_train,single,what,lookup
140353,single_train,single,how_many,lookup
140358,single_train,single,how_many,reasoning
140355,single_train,single,what,lookup
140361,single_train,single,how_many,reasoning
140362,single_train,single,when,reasoning
140350,single_train,single,when,lookup
140357,single_train,single,which,lookup
140359,single_train,single,what,lookup
140352,single_train,single,other,lookup
140360,single_train,single,list,lookup
140354,single_train,single,how_many,reasoning
30563,single_train,single,what,lookup
30561,single_train,single,how_many,reasoning
30562,single_train,single,how_many,lookup
30559,single_train,single,what,lookup
30558,single_train,single,how_many,lookup
30560,single_train,single,when,lookup
30564,single_train,single,how_many,reasoning
30566,single_train,single,compare,reasoning
103319,single_train,single,how_many,reasoning
103315,single_train,single,which,lookup
27054,single_train,single,which,lookup
27049,single_train,single,how_many,lookup
27059,single_train,single,how_many,reasoning
27053,single_train,single,what,lookup
27052,single_train,single,which,lookup
27056,single_train,single,which,lookup
27051,single_train,single,how_many,reasoning
27050,single_train,single,how_many,reasoning
27057,single_train,single,what,lookup
27058,single_train,single,compare,reasoning
47841,single_train,single,which,lookup
47838,single_train,single,which,lookup
47839,single_train,single,how_many,lookup
47837,single_train,single,which,lookup
47840,single_train,single,other,lookup
96286,single_train,single,when,lookup
96288,single_train,single,count,lookup
96291,single_train,single,how_many,reasoning
96290,single_train,single,how_many,lookup
96287,single_train,single,count,lookup
96289,single_train,single,what,lookup
96284,single_train,single,which,reasoning
118560,single_train,single,other,lookup
118558,single_train,single,which,lookup
118561,single_train,single,which,lookup
118554,single_train,single,which,reasoning
118563,single_train,single,when,lookup
118557,single_train,single,which,lookup
118562,single_train,single,which,lookup
118564,single_train,single,what,lookup
118555,single_train,single,list,reasoning
118556,single_train,single,which,lookup
38277,single_train,single,which,lookup
38272,single_train,single,which,lookup
38271,single_train,single,which,lookup
38275,single_train,single,how_many,lookup
38274,single_train,single,how_many,reasoning
38276,single_train,single,what,lookup
38278,single_train,single,how_many,reasoning
38273,single_train,single,which,lookup
114551,single_train,single,how_many,reasoning
114553,single_train,single,how_many,reasoning
114552,single_train,single,what,lookup
27011,single_train,single,which,lookup
27015,single_train,single,how_many,lookup
27012,single_train,single,which,lookup
27010,single_train,single,how_many,reasoning
27007,single_train,single,how_many,lookup
27014,single_train,single,how_many,reasoning
27013,single_train,single,which,lookup
27008,single_train,single,what,lookup
27009,single_train,single,which,lookup
33509,single_train,single,what,lookup
33511,single_train,single,compare,reasoning
33516,single_train,single,which,lookup
33514,single_train,single,how_many,lookup
33513,single_train,single,what,lookup
33510,single_train,single,what,lookup
33515,single_train,single,how_many,reasoning
140147,single_train,single,other,lookup
140145,single_train,single,how_many,reasoning
140150,single_train,single,other,reasoning
140148,single_train,single,what,lookup
140143,single_train,single,how_many,lookup
140146,single_train,single,what,lookup
79489,single_train,single,how_many,reasoning
79483,single_train,single,which,lookup
79482,single_train,single,which,lookup
79486,single_train,single,what,lookup
79485,single_train,single,other,reasoning
79484,single_train,single,how_many,reasoning
79481,single_train,single,what,lookup
79487,single_train,single,which,lookup
79488,single_train,single,how_many,reasoning
112020,single_train,single,count,lookup
112025,single_train,single,how_many,reasoning
112018,single_train,single,how_many,lookup
112017,single_train,single,what,lookup
112024,single_train,single,which,lookup
55059,single_train,single,how_many,reasoning
55058,single_train,single,which,lookup
55064,single_train,single,how_many,lookup
55063,single_train,single,which,lookup
55060,single_train,single,which,lookup
55061,single_train,single,how_many,lookup
55065,single_train,single,how_many,lookup
55807,single_train,single,how_many,reasoning
55802,single_train,single,which,reasoning
55804,single_train,single,which,lookup
55803,single_train,single,other,lookup
55805,single_train,single,count,reasoning
62859,single_train,single,how_many,lookup
62860,single_train,single,how_many,reasoning
62856,single_train,single,how_many,reasoning
62861,single_train,single,how_many,lookup
62855,single_train,single,how_many,lookup
62858,single_train,single,how_many,reasoning
62863,single_train,single,how_many,reasoning
62857,single_train,single,what,lookup
62854,single_train,single,how_many,reasoning
62853,single_train,single,which,reasoning
139677,single_train,single,what,lookup
139680,single_train,single,when,lookup
139670,single_train,single,how_many,lookup
139673,single_train,single,how_many,reasoning
139676,single_train,single,what,lookup
139674,single_train,single,how_many,lookup
139678,single_train,single,how_many,reasoning
139679,single_train,single,which,lookup
139675,single_train,single,other,lookup
139671,single_train,single,how_many,lookup
147416,single_train,single,how_many,reasoning
147411,single_train,single,which,lookup
147412,single_train,single,which,lookup
147413,single_train,single,compare,reasoning
147408,single_train,single,which,lookup
15153,single_train,single,how_many,lookup
15155,single_train,single,list,lookup
15151,single_train,single,how_many,reasoning
15149,single_train,single,how_many,reasoning
15157,single_train,single,how_many,reasoning
15150,single_train,single,how_many,reasoning
15152,single_train,single,which,lookup
142499,single_train,single,which,lookup
142490,single_train,single,which,lookup
142491,single_train,single,other,lookup
142498,single_train,single,how_many,lookup
142495,single_train,single,other,lookup
142500,single_train,single,how_many,reasoning
142496,single_train,single,which,lookup
142494,single_train,single,which,lookup
51415,single_train,single,which,lookup
51416,single_train,single,how_many,lookup
51418,single_train,single,which,lookup
51420,single_train,single,how_many,lookup
51414,single_train,single,which,lookup
51417,single_train,single,what,lookup
51423,single_train,single,how_many,reasoning
51413,single_train,single,which,lookup
51419,single_train,single,which,lookup
101147,single_train,single,list,lookup
101145,single_train,single,how_many,reasoning
101146,single_train,single,what,lookup
101143,single_train,single,which,lookup
101144,single_train,single,what,lookup
31180,single_train,single,which,lookup
31182,single_train,single,what,lookup
31187,single_train,single,how_many,reasoning
31186,single_train,single,which,lookup
31178,single_train,single,which,lookup
31184,single_train,single,how_many,reasoning
31179,single_train,single,what,lookup
31183,single_train,single,which,lookup
31185,single_train,single,what,lookup
31181,single_train,single,how_many,reasoning
24747,single_train,single,what,lookup
24743,single_train,single,which,lookup
24755,single_train,single,how_many,reasoning
24749,single_train,single,when,lookup
24742,single_train,single,which,lookup
24748,single_train,single,how_many,reasoning
24746,single_train,single,what,lookup
24750,single_train,single,which,lookup
24745,single_train,single,what,lookup
24741,single_train,single,which,lookup
24751,single_train,single,how_many,reasoning
27120,single_train,single,which,lookup
27127,single_train,single,what,lookup
27125,single_train,single,how_many,reasoning
27124,single_train,single,how_many,reasoning
27122,single_train,single,which,reasoning
27119,single_train,single,what,lookup
27118,single_train,single,what,lookup
27126,single_train,single,which,reasoning
27121,single_train,single,how_many,reasoning
27123,single_train,single,which,lookup
113268,single_train,single,how_many,lookup
113271,single_train,single,which,lookup
113269,single_train,single,which,lookup
113274,single_train,single,how_many,reasoning
68995,single_train,single,which,reasoning
68999,single_train,single,which,lookup
68994,single_train,single,how_many,reasoning
68996,single_train,single,which,reasoning
69000,single_train,single,which,lookup
68992,single_train,single,which,reasoning
69004,single_train,single,which,reasoning
69003,single_train,single,which,lookup
68997,single_train,single,which,lookup
68991,single_train,single,which,lookup
68998,single_train,single,how_many,reasoning
69002,single_train,single,which,reasoning
68993,single_train,single,what,lookup
69001,single_train,single,which,lookup
56179,single_train,single,which,lookup
56181,single_train,single,how_many,lookup
56183,single_train,single,how_many,reasoning
56182,single_train,single,how_many,lookup
56184,single_train,single,how_many,reasoning
56180,single_train,single,other,lookup
69160,single_train,single,other,lookup
69161,single_train,single,which,lookup
69162,single_train,single,how_many,reasoning
69164,single_train,single,how_many,reasoning
69159,single_train,single,which,lookup
77930,single_train,single,how_many,lookup
77935,single_train,single,how_many,reasoning
77934,single_train,single,how_many,lookup
77933,single_train,single,when,reasoning
77931,single_train,single,compare,reasoning
77928,single_train,single,which,reasoning
77929,single_train,single,how_many,lookup
77926,single_train,single,how_many,lookup
77927,single_train,single,how_many,reasoning
77925,single_train,single,what,reasoning
77924,single_train,single,how_many,lookup
48284,single_train,single,how_many,lookup
48280,single_train,single,which,lookup
48279,single_train,single,which,reasoning
48286,single_train,single,how_many,reasoning
48283,single_train,single,how_many,lookup
48278,single_train,single,list,reasoning
48287,single_train,single,how_many,reasoning
48281,single_train,single,other,lookup
48282,single_train,single,which,lookup
88901,single_train,single,how_many,lookup
88902,single_train,single,how_many,reasoning
88900,single_train,single,when,lookup
88897,single_train,single,compare,lookup
88898,single_train,single,which,lookup
88899,single_train,single,how_many,lookup
127663,single_train,single,which,lookup
127665,single_train,single,what,lookup
127666,single_train,single,how_many,reasoning
127664,single_train,single,count,reasoning
127669,single_train,single,how_many,reasoning
100827,single_train,single,how_many,reasoning
100824,single_train,single,which,lookup
100826,single_train,single,which,lookup
100825,single_train,single,other,lookup
100821,single_train,single,what,reasoning
102146,single_train,single,other,lookup
102145,single_train,single,what,lookup
102148,single_train,single,how_many,reasoning
102141,single_train,single,what,lookup
102143,single_train,single,which,lookup
102144,single_train,single,how_many,reasoning
102142,single_train,single,what,lookup
163185,single_train,single,how_many,reasoning
163180,single_train,single,how_many,lookup
163174,single_train,single,how_many,reasoning
163181,single_train,single,how_many,reasoning
163173,single_train,single,how_many,lookup
163171,single_train,single,what,lookup
163172,single_train,single,what,lookup
163178,single_train,single,which,lookup
163177,single_train,single,how_many,reasoning
163179,single_train,single,how_many,lookup
163175,single_train,single,what,lookup
92642,single_train,single,which,lookup
92644,single_train,single,what,lookup
92640,single_train,single,list,lookup
92637,single_train,single,what,reasoning
92638,single_train,single,how_many,reasoning
92643,single_train,single,how_many,lookup
92641,single_train,single,when,reasoning
92639,single_train,single,how_many,reasoning
92645,single_train,single,what,lookup
92648,single_train,single,how_many,reasoning
92647,single_train,single,how_many,reasoning
92646,single_train,single,how_many,reasoning
76511,single_train,single,what,reasoning
76510,single_train,single,how_many,reasoning
76520,single_train,single,how_many,reasoning
76513,single_train,single,which,reasoning
76515,single_train,single,which,reasoning
76512,single_train,single,how_many,reasoning
76516,single_train,single,how_many,reasoning
76509,single_train,single,what,lookup
76514,single_train,single,what,lookup
101794,single_train,single,which,lookup
101795,single_train,single,how_many,reasoning
101792,single_train,single,how_many,reasoning
101789,single_train,single,which,lookup
101790,single_train,single,what,lookup
101791,single_train,single,which,lookup
81200,single_train,single,which,lookup
81201,single_train,single,compare,reasoning
81199,single_train,single,which,lookup
56529,single_train,single,which,lookup
56531,single_train,single,how_many,lookup
56530,single_train,single,which,lookup
56535,single_train,single,how_many,lookup
56532,single_train,single,how_many,lookup
56533,single_train,single,which,lookup
56534,single_train,single,how_many,lookup
37162,single_train,single,what,reasoning
37160,single_train,single,what,lookup
37159,single_train,single,when,reasoning
37169,single_train,single,how_many,reasoning
37163,single_train,single,which,lookup
37165,single_train,single,how_many,reasoning
37158,single_train,single,what,lookup
37161,single_train,single,how_many,reasoning
37164,single_train,single,which,reasoning
37166,single_train,single,which,lookup
125647,single_train,single,how_many,reasoning
125655,single_train,single,how_many,reasoning
125645,single_train,single,which,lookup
125651,single_train,single,how_many,reasoning
125650,single_train,single,which,lookup
125646,single_train,single,which,lookup
125648,single_train,single,which,lookup
125649,single_train,single,how_many,lookup
125653,single_train,single,what,lookup
125654,single_train,single,which,lookup
123701,single_train,single,what,lookup
123699,single_train,single,which,lookup
123694,single_train,single,what,reasoning
123695,single_train,single,which,lookup
123698,single_train,single,what,lookup
123700,single_train,single,what,lookup
69875,single_train,single,which,lookup
69871,single_train,single,which,lookup
69877,single_train,single,which,lookup
69876,single_train,single,how_many,reasoning
69872,single_train,single,how_many,reasoning
69873,single_train,single,which,lookup
69870,single_train,single,other,lookup
69880,single_train,single,how_many,reasoning
69869,single_train,single,which,lookup
69874,single_train,single,which,reasoning
60184,single_train,single,which,lookup
60189,single_train,single,how_many,reasoning
60185,single_train,single,other,lookup
60182,single_train,single,which,lookup
60187,single_train,single,which,lookup
60183,single_train,single,which,lookup
60188,single_train,single,how_many,lookup
60181,single_train,single,list,reasoning
60186,single_train,single,how_many,lookup
154578,single_train,single,how_many,reasoning
154577,single_train,single,which,lookup
154584,single_train,single,which,lookup
154580,single_train,single,what,lookup
154583,single_train,single,which,lookup
154575,single_train,single,what,lookup
154579,single_train,single,which,lookup
154581,single_train,single,how_many,reasoning
150244,single_train,single,which,lookup
150250,single_train,single,how_many,reasoning
150247,single_train,single,when,lookup
150243,single_train,single,how_many,lookup
150239,single_train,single,which,lookup
150245,single_train,single,how_many,reasoning
150246,single_train,single,which,lookup
150241,single_train,single,how_many,lookup
150242,single_train,single,how_many,reasoning
150240,single_train,single,which,lookup
69736,single_train,single,which,lookup
69732,single_train,single,compare,reasoning
69739,single_train,single,which,reasoning
69735,single_train,single,which,lookup
69738,single_train,single,how_many,reasoning
69734,single_train,single,how_many,reasoning
69733,single_train,single,how_many,reasoning
69743,single_train,single,other,lookup
69741,single_train,single,what,lookup
69745,single_train,single,how_many,reasoning
69740,single_train,single,what,reasoning
69742,single_train,single,how_many,reasoning
69737,single_train,single,which,lookup
69731,single_train,single,how_many,reasoning
137050,single_train,single,how_many,lookup
137046,single_train,single,which,lookup
137049,single_train,single,which,lookup
137052,single_train,single,which,lookup
137048,single_train,single,how_many,lookup
137051,single_train,single,which,reasoning
151846,single_train,single,which,lookup
151844,single_train,single,which,lookup
151845,single_train,single,what,reasoning
151848,single_train,single,which,lookup
151849,single_train,single,how_many,lookup
151847,single_train,single,how_many,reasoning
151853,single_train,single,how_many,reasoning
151978,single_train,single,what,lookup
151980,single_train,single,what,lookup
151975,single_train,single,other,lookup
151974,single_train,single,what,lookup
151976,single_train,single,how_many,lookup
151979,single_train,single,other,lookup
151981,single_train,single,how_many,reasoning
151977,single_train,single,how_many,reasoning
102750,single_train,single,which,lookup
102746,single_train,single,which,lookup
102754,single_train,single,how_many,reasoning
102745,single_train,single,which,lookup
102747,single_train,single,how_many,reasoning
102752,single_train,single,other,lookup
102748,single_train,single,which,lookup
102749,single_train,single,which,lookup
102751,single_train,single,which,lookup
85488,single_train,single,which,lookup
85483,single_train,single,which,lookup
85492,single_train,single,how_many,lookup
85485,single_train,single,which,lookup
85489,single_train,single,which,lookup
85491,single_train,single,how_many,lookup
85493,single_train,single,how_many,reasoning
85482,single_train,single,which,lookup
85486,single_train,single,compare,lookup
85484,single_train,single,which,lookup
85490,single_train,single,how_many,lookup
85494,single_train,single,what,reasoning
22430,single_train,single,which,lookup
22423,single_train,single,what,lookup
22422,single_train,single,how_many,lookup
22428,single_train,single,which,lookup
22429,single_train,single,how_many,reasoning
22427,single_train,single,what,lookup
22424,single_train,single,which,lookup
22425,single_train,single,how_many,reasoning
22426,single_train,single,which,lookup
18910,single_train,single,what,lookup
18915,single_train,single,how_many,reasoning
18914,single_train,single,which,lookup
18911,single_train,single,how_many,reasoning
18909,single_train,single,compare,lookup
59874,single_train,single,list,lookup
59878,single_train,single,how_many,reasoning
59873,single_train,single,which,lookup
59872,single_train,single,which,reasoning
59875,single_train,single,how_many,lookup
59871,single_train,single,which,reasoning
95727,single_train,single,how_many,reasoning
95721,single_train,single,compare,lookup
95723,single_train,single,what,lookup
95728,single_train,single,how_many,reasoning
95722,single_train,single,when,lookup
119103,single_train,single,which,lookup
119105,single_train,single,which,lookup
119104,single_train,single,other,lookup
119100,single_train,single,compare,reasoning
119101,single_train,single,how_many,lookup
109138,single_train,single,compare,lookup
109139,single_train,single,which,reasoning
109136,single_train,single,how_many,reasoning
109135,single_train,single,what,reasoning
109132,single_train,single,how_many,reasoning
82108,single_train,single,other,reasoning
82105,single_train,single,which,lookup
82111,single_train,single,how_many,reasoning
82104,single_train,single,when,lookup
126892,single_train,single,which,lookup
126891,single_train,single,which,lookup
126889,single_train,single,which,lookup
126885,single_train,single,which,lookup
126884,single_train,single,which,reasoning
126888,single_train,single,other,lookup
126886,single_train,single,how_many,reasoning
50443,single_train,single,what,reasoning
50444,single_train,single,how_many,reasoning
50438,single_train,single,which,lookup
50439,single_train,single,how_many,lookup
50437,single_train,single,compare,reasoning
50440,single_train,single,how_many,lookup
117927,single_train,single,what,lookup
117926,single_train,single,what,reasoning
